id,user_id,title,content,like_count,created_at,updated_at
96,6,Review from CinemaSerf,"Maybe if you’re a dog lover you might get more from this. I’m not, so was frankly fairly unimpressed with this cabin in the woods style of spook-fest. It is told with a few overlapping timelines, but quickly we can deduce that “Todd” (Shane Jensen) - whose face we hardly see throughout this seventy minuter - is not a well man. He has moved to his late grandfathers’s rustic home with his loyal dog “Indy” but before long it is the dog that has it’s sixth sense alerted to some seemingly quite malevolent goings-on. Stuck on their own, though, what chance either man or mutt can survive what appears to be something distinctly evil lingering around them? It has it’s moments, but moments are all they are as this really thin story quite literally pads along, slowly, without very much happening. For some reason, this place in the middle of nowhere has what appears to be an industrial-sized graveyard to add to the haunting mystery, but a dodgy generator, a storm and some crackling twigs don’t really get any hairs standing up any more, except maybe on the carpet. To be fair to the dog, it could have been trained by the legendary Rudd Weatherwax and it does all of the heavy barking but otherwise this all a bit of a non-story.",45,2025-11-06 19:12:15,2025-11-06 19:12:15
97,49,Review from patient1,"Beautiful main character, and he is already on high alert. We've been teased with a back story, and hopefully, we get more info as to what is triggering our good boy's senses.
There is some strangeness going on, and our hooman is willfully blind or just plain ignorant of what it is that dogs do and are capable of.
I loved the non-human STAR of this film, I hope to see him in more films in the future, as he has a great presence.",533,2025-11-07 21:45:28,2025-11-30 17:52:17
98,22,Review from Brent Marchant,"It has long been speculated (and widely believed) that animals possess special powers to sense things that we, as humans, generally cannot. This is particularly true of canines, and that belief is thought to contribute significantly to the loyal and protective bond that exists between us and dogs, the basis of their so-called designation as “man’s best friend.” That notion is now brought to life in writer-director Ben Leonberg’s debut feature, a smart horror offering that will melt your heart while giving viewers more than a few good scares along the way. When lovable pup Indy and his owner, Todd (Shane Jensen), move to a rural home, the insightful pooch quickly discovers that he and his master live in a haunted house, one that’s overrun by supernatural forces. Indy is quick to catch on that’s something’s amiss, thanks to his glimpses of spectral visions while awake and in his dreams. He does his level-best to warn Todd, but the language barrier obviously makes this difficult. Consequently, Indy attempts to protect his master despite ever-growing threats to their safety and well-being, as well as Todd’s mysteriously steadily worsening health. In some respects, “Good Boy” may seem like it’s rooted in a classic horror flick narrative, but I classify it as a smart horror offering thanks to its efforts to do something more with the story, in this case, a new spin, told from a different perspective, than what one typically finds in films from its root genre. The filmmaker also keeps the material fresh by using a variety of camera angles, featuring truly distinctive cinematography and editing techniques, efforts that helped the picture earn a well-deserved Independent Spirit Award nomination for best film editing, a rarity for movies of this type. The director also knew enough to keep this release from overstaying its welcome, coming in at an economical 1:13:00 runtime, long enough to successfully hold audience interest without belaboring its material or resorting to the inclusion of needless padding to stretch out the length. And, of course, there’s the star of the show, Indy, the positively adorable heroic four-legged protagonist who comes across like Lassie with a more personable, more lovable personality. Indy’s “performance” is truly impressive, too (even if it took the filmmaker four years to capture enough suitable footage to make the picture work, but kudos for his patience in working with a canine actor). As I’ve made clear on numerous previous occasions, I’m not an especially huge fan of horror movies, either because they’re boring, unoriginal and/or needlessly gratuitous. However, I’m becoming a true devotee of smart horror offerings like this, pictures that make a concerted effort to overcome those aforementioned shortcomings and give viewers watches that are genuinely more substantive and worthwhile. And what better way to accomplish that goal than by including a cute little tail-wagger? A movie like that is almost certain to get my vote, as this one most certainly does.",100,2025-12-07 13:53:31,2025-12-07 13:53:31
99,1,Review from Manuel São Bento,"GOOD BOY is a testament to the unshakable, pure loyalty that defines the relationship with our most faithful friends.

I've always held a special place in my heart for films that explore the unique bond between humans and their pets, so the premise of a horror movie seen through a dog's eyes immediately piqued my curiosity. There's something inherently terrifying about watching a dog stare into an empty corner of a room, and director Ben Leonberg captures that dread perfectly through expert use of shadows, light, and negative space. It's a remarkably well-shot indie flick that avoids cheap jump scares in favor of a slow-burn, atmospheric build-up. Indy, the canine lead, is absolutely the soul of the experience; he's a ""good boy"" in every sense, delivering an incredibly expressive performance through his posture and those enchanting eyes. I can only imagine the patience and skill required to center a production around a dog, and the lack of CGI or fake animals makes the entire ordeal feel grounded and sensorial.

GOOD BOY eventually begins to lose its initial momentum, as the repetitive nature of the scenes and a relatively thin narrative start to show. The story surrounding the house's supernatural elements feels underdeveloped, and the deep ambiguity doesn't always mesh well with the more traditional haunted house tropes. There's a persistent feeling that this might have functioned better as a tight short film, as the lack of dialogue and some rather distracting ADR work prevent it from reaching a more compelling level of character depth. Despite these shortcomings, I'm still impressed by the movie's commitment to simplicity and its lean runtime. At its core, this is a story about the silent, protective nature of our animal companions that any dog lover will find deeply moving.

Rating: B-",785,2025-12-20 00:07:43,2025-12-20 00:07:43
100,51,Review from DosAnjos,"Wow, what a wild ride. You’re constantly on the edge of your seat. If you’re looking for a cozy, relaxing night at the movies, forget it.. your chair will be yanked out from under you.
There’s no room for comfort or rest here.
It’s masterful.",737,2025-09-26 15:49:57,2025-11-30 17:46:52
101,1,Review from Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/one-battle-after-another-movie-review-a-star-is-born-in-one-of-the-years-best-and-most-important-films/

""One Battle After Another is a technical feat, a movie with brilliant performances and a thematic density that can only be truly processed after multiple viewings over time.

It's a chaotic, intense, and surprisingly hilarious examination of the state of America, the weight of history, and how the fight for a better future is passed from one generation to the next. The entire cast is phenomenal, but newcomer Chase Infiniti is a true revelation, delivering a captivating and emotionally powerful performance that perfectly embodies the theme of generational hope.

While I don't share the hyperbole generated by the initial reactions, it's clearly one of the most important and well-made films of the year. Driven by a masterful score and a sharp script from Paul Thomas Anderson, where every detail matters, it's a dense story about the battles we cannot escape and the family we fight for.

Rating: A-",150,2025-09-29 19:48:59,2025-09-29 19:48:59
102,52,Review from gvasil,"The undisputed film of the year has only been in theaters for 4 days, yet it has already captivated audiences and critics alike, and not without reason. Amidst hundreds of mediocrities released every year, a film finally emerges that emphatically has something to say. And indeed, at the most suitable social and historical moment.

The film narrates the lives of people who chose to take action against the man-eating capitalist system of the 21st century, which inevitably degenerates into a fascist regime when reactions grow. And primarily, it focuses on the consequences these individuals face from the vengeful state apparatus, which sweeps away anything and anyone who dares to oppose it.

The film was released in theaters on September 26, 2025, before the first year of Donald Trump's second presidential term was even completed, and more than 3 years before the next presidential elections. Paul Thomas Anderson (PTA), writing and directing One Battle After Another, takes a clear political stance on what is happening in the United States and globally. The film may take place in the US, but it does not focus on specific individuals, not even as institutions, and thus could refer to any country where democracy is ailing.

The mastery of direction and the musical score is such that time flows relativistically quickly for the viewer, making the nearly 3-hour duration evaporate before you realize you’ve entered the theater. From a directorial perspective, new pages of cinematic history have been written, culminating in the car chase on the hilly Texas Dip highway of Borrego Springs. The performances of the exceptional cast are all very good, without any one standing out as Oscar-worthy. Sean Penn once again showcases his talent in the role of the villain, possessing the unique gift of becoming truly unlikable to the viewer in such roles (see Carlito’s Way, etc.).

However, the essence and power of the film is undoubtedly its political message. Through the vehicle of fiction, Paul Thomas Anderson releases his political manifesto, which leaves no room for misinterpretation. From the title of the film to the shot of DiCaprio watching the film ""The Battle of Algiers"" by Gillo Pontecorvo, the message is clear. When democracy and individual freedoms are under attack, citizens must take action. In contrast, however, to ""The Battle of Algiers,"" where we observe, in part, historical events that took place during Algeria's liberation struggle against French imperialism, in Anderson's film we become spectators of events that have not yet occurred, at least not in the United States. Yes, protests, and indeed massive ones, have taken place and are happening more frequently lately. But the film One Battle After Another does not propose sit-ins and placards as a solution. On the contrary, it primarily serves as a manual on the ""how:. The ""when"", is still unknown. One thing is certain. American society is boiling. And some are preparing. On both sides.",47,2025-09-30 09:02:45,2025-10-08 22:28:12
103,6,Review from CinemaSerf,"A group of would-be revolutionaries in the USA storm an immigration centre and whilst they manage to free many of it’s captives, their leader “Perfidia” (Teyana Taylor) manages to make quite an impression on it’s commander “Lockjaw” (Sean Penn). Sadly for her though, she doesn’t remain free for very long afterwards but in that meantime she and fellow rebel “Bob” (Leonardo DiCaprio) have managed to have a baby. Spool on and now she is a teenager living quietly with her dad, entirely unaware of her dangerous provenance. “Lockjaw” has no intention of forgetting the slight paid to him, and when he cottons on to their location he sends in his heavies. She is apprehended, he escapes, and the rest of this follows his adventures as he tries to mobilise his old friends and rescue his daughter “Willa” (Chase Infiniti). Now this looks great, the pace is pretty break-neck and the dialogue is quick-fire and frequently quite pithy as we merge a series of scenarios that reminded me of the “A-Team”. DiCaprio looks like he is enjoying himself, as does Penn, but both of their characters and the underlying conspiratorial plot are disappointingly undercooked as the adventure builds and to it’s high octane conclusion. Does it really need to be so long? I’m not so sure. It does come across as a little disjointedly episodic at times but it is also politically bang-on (depending on your perspective) as it capitalises on currently salient points around immigration, corporatisation and militarisation. I didn’t love it and I do think it has been over-hyped, but it’s still a solidly entertaining watch.",683,2025-10-10 14:22:00,2025-10-10 14:25:23
104,53,Review from tender_buttkiss,"A pretty dang good movie. Feels like it takes place in a not too distant american future, and in some ways feels like it takes place in the same universe as civil war. But that's not to say it bears any resemblance to that movie.

The action and manic energy of this movie had me locked in from the beginning. And bonus points for putting me in the holiday spirit thanks to the Christmas Adventurers club! Viva la revolution!",649,2025-11-17 08:07:04,2025-11-30 17:56:40
105,22,Review from Brent Marchant,"No matter how much we like to think that life’s bigger concerns have the greatest influence in dictating our actions, it’s nevertheless curious to see how the issues that affect us most personally – those seemingly “smaller” considerations – ultimately hold the most sway over our behavior. That becomes apparent in this latest offering from writer-director Paul Thomas Anderson, based on the 1990 novel Vineland by author Thomas Pynchon. In a quasi-dystopian version of America, a battle for control of the nation’s cultural and sociopolitical direction simmers between leftist vigilante rebels known as the French 75 and conservative authoritarian figures supported by the military and quietly backed by a moneyed class of ultra-right wing White supremacists known as the Christmas Adventurers. But, despite the magnitude accorded to this struggle, in the end, events in the personal lives of the combatants’ individual operatives have more impact in steering their actions. Set over the course of nearly two decades, the story follows the interracial relationship of French 75 members Perfidia Beverly Hills (Tayana Taylor) and Pat “Rocketman” Calhoun (Leonardo DiCaprio) as they carry out various missions reminiscent of 1960s radicals. The duo is in love (sort of), but, in the wake of one of their raids on an immigration detention camp, Perfidia meets and unexpectedly takes a shine to her opponent, Colonel Steven Lockjaw (Sean Penn), an encounter that leads to a tryst and unplanned pregnancy, all without Rocketman’s knowledge. Not long after Perfidia’s daughter is born, however, she leaves her partner to pursue her own rebel agenda, saddling Rocketman with the care of a daughter that he thinks is his. But, when Perfidia is captured by authorities, she rats out her colleagues (including Rocketman) in exchange for a spot in the witness protection program, forcing her former partner and his daughter into hiding. Skip ahead 16 years to a time when Lockjaw has an opportunity to move up in the Christmas Adventurers organization, provided he passes Caucasian purity scrutiny, a tricky proposition as the potential father of a mixed-race child. To cover his tracks on this possible “liability,” he must track down the missing child, now a teenager (Chase Infiniti), who has spent the ensuing years with her presumed dad, both of whom have assumed aliases while in hiding. And, when word of this gets back to them, they’re forced to go on the run to avoid capture (or worse). That’s easier said than done, though, given that Rocketman has developed substance abuse issues that have taken their toll on him. Fortunately, however, he’s aided by a cool, composed street smart sensei master (Benicio Del Toro) who confidently manages the affairs of the immigrant residents of a sanctuary city, having become adept at helping others stay ahead of officials. And so, despite the broader conflict going on around these characters, their priorities are almost exclusively personal as they seek to tend to their respective agendas. But can they? Thus begins a kickass thrill ride as all concerned seek to protect themselves at all costs, a story filled with great action sequences, riveting chase scenes, and mesmerizing twists and turns, with a good measure of comic relief thrown in to make it interesting. Admittedly, there are times (especially early on in the film) when the connections between the various story threads aren’t connected or made clear as well as they might have been, and Del Toro’s character and storyline feel somewhat underdeveloped. But those issues are more than compensated for by the picture’s other strengths, as well as an outstanding performance by Penn in a role in which he expertly plays against type. The film, which has a vibe somewhat reminiscent of the excellent contemporary thriller “Eddington” from earlier this year, is also surprisingly well paced for a movie with a 2:41:00 runtime, a noteworthy accomplishment, to be sure. And, like “Eddington,” this offering has drawn its share of mixed reactions from viewers and critics, probably for some of the same cultural and sociopolitical reasons as those associated with that earlier offering. However, “One Battle After Another” is truly worth the time, another fine release from a gifted filmmaker.",761,2025-11-27 12:14:33,2025-11-27 12:14:33
106,54,Review from Henry | The Reel Verdict,"Movie Review: One Battle After Another 

One Battle After Another is a masterful dark comedy-drama that skillfully balances humour with unsettling realism. The performances are compelling, and the cinematography strikingly captures both the intimacy and tension of each scene. Beneath its moments of humour lies a powerful narrative about love, resilience, and the human cost of political conflict. The film’s ability to be both enjoyable and unnerving makes it a provocative, thought-provoking experience, one that lingers long after the credits roll.

Rating: 8/10",138,2025-12-11 00:22:10,2025-12-11 00:50:17
107,55,Review from drewwash,"I watched with low expectations. The marketing was so overwhelming that I anticiated a let down.

It exceeded expectations and delivered an exciting experience.

It is a watch once and forget it movie, but worthy of a watch.",213,2025-12-17 19:56:59,2025-12-17 21:01:58
108,56,Review from Andres Gomez,"One of the best movies Disney has created in the last years. Smart plot with a great background topic talking about the differences, stereotypes, prejudices and joining the tendency of giving women more important roles.

It has still several gaps to fill and enhance on the latest point but it is, IMHO, a milestone in the right direction.

The characters work pretty well and it is funny when needed and not too full of cheesy songs.",36,2016-03-12 14:34:51,2021-06-23 15:57:45
109,57,Review from Reno,"> Try everything (but differently). So Disney has done it again.

This beautiful animation came to exist because of coming together of the directors of 'Tangled' and 'Wreck-it-Ralp'. It is Disney who had once again done it, since their rival Pixer is going down in a rapid speed. As a Disney fan since my childhood, I'm very happy for their success in live-shot films and animations, especially for this one.

Okay, since the revolution of 3D animation over 20 years ago after overthrowing the 2D animation, most of the big productions like Disney, Pixer and Dreamworks with few others never failed to deliver. Believe me, I was not interested in this film when I first saw the teaser and trailer. But they have done great promotions and so the film did awesomely at screens worldwide. I was totally blown away after seeing it, Disney's another unique universal charactered story. From the little children to the grown ups, everybody definitely going to enjoy it.

All kinds of animals coming together happens only in cinemas, and that too mostly in animations. But todays kids are very sharp who ask lots of questions, so they had a fine explanation for the doubts regarding putting animals in a same society. It was like the United States, where everyone came from different continents and represents different race. And so in this film every animal came from different land to live together peacefully in a city called Zootopia.

So the story begins when Judy the rabbit follows her dream to become a police officer in Zootopia. There she meets Nick the fox, who are actually arch-rival species in the wild, but it was thousands of years ago before adapting the civilisation. So trust is what not promised between them, but they're forced to work together after a small missing person case becomes their prime agenda. Solving the mystery is what brings the end to this wonderful tale.

These days animations are not just concentrated on comedies, trying to get us emotionally as well. Maybe that's how they're grabbing the adult audience, especially the families. Shakira's cameo was the highlight, and her song 'Try Everything' helped the get attention from all the corners.

The Oscars was concluded just a couple of months ago, but it already feels like the fever is gripping again for the next edition and looks like this film is leading the way for the animation category. I know it's too early, but I hope it wins it. And finally a request for the Disney, bring it on a sequel as soon as possible.

8/10",855,2016-06-04 15:57:17,2024-05-16 15:18:29
110,58,Review from whatowatch,"Zootopia is the latest family animation movie from Disney about a young bunny determined to be a cop at all costs  – in a land where only 'predators' are cops, she would be the first ‘prey’ cop. Seriously? Anyway, she puts on the hard work and makes it to the land where anything is possible.

Zootopia makes some good real life comparisons: Zootopia itself seems to look like New York, even including a hustle by a sly fox.  Racism seems to be ever present in both color and speech. But the best thing about Zootopia is Judy’s positive attitude and relentless determination to succeed.

The animation is as good as a Pixar animation – perfectly made  – and the story is well told, full of action scenes and funny moments. Kids will definitely love this one and grown up kids will enjoy the deep thought provoking tones set in this movie. 

The best performance in this movie arguably comes from Police Chief Bogo whose voice is played by Idris Elba. His performance should earn him an Oscar this year! No wonder it has grossed 1 Billion dollars worldwide despite little marketing. 

Rated 9 out of 10 only because we cannot give it a 10.",104,2016-08-07 11:17:07,2021-06-23 15:57:49
111,59,Review from Austin Singleton,"A great movie with a great message. Read my full review here.

http://www.hweird1reviews.com/allreviews/zootopia-review",311,2016-08-11 21:39:19,2021-06-23 15:57:50
112,60,Review from Gimly,"_Zootopia_ leans pretty hard on a few tropes that I absolutely detest, but even I can't deny that this animated family movie succeeds spectacularly at what it set out to do: Entertain all audiences, young & old, and deliver an important moral centre without detracting from its engaging plot. Something rarely achieved by the medium outside of Pixar. And even Pixar has had a few missteps the past years.

_Final rating:★★★½ - I strongly recommend you make the time._",589,2016-09-04 12:58:55,2021-06-23 15:57:50
113,61,Review from Per Gunnar Jonsson,"This is a really, really good animated family movie. It is a perfect blend of funny characters, decent story and little jokes spread around in the animation.

Almost all characters are very likable and funny, each in a different way. The actual story has quite a bit of suspense (for an animated family film) while still being sufficiently light and funny. Actually it is kind of two stories. One is the story of Judy Hopps fighting to prove herself as a police officer and the other is the more sinister evil plot that she attempts to unravel.

The movie moves at a good enough speed leaving enough room to both tell the story itself and inserting jokes and comical situations. The two bureaucratic sloths were quite fun already in their first scenes but the last scene with them at the very end of the movie was absolutely hilarious.

The animation itself was certainly adequate although I sometimes miss the old hand drawn animations from Walt Disney.

Overall, one of the better, if not the best, animated movie I have watched in quite a while.",779,2017-02-27 10:22:37,2024-05-16 15:21:15
114,62,Review from mattwilde123,"This film is named 'Zootopia' in the US but the title was changed when it was shown in the UK. I thought it is a very good children's film. Very well animated. Colourful. Really cute animals.

It is a great parable about tolerance and racism which could be seen as a mirror to the xenophobia in society today. The story is of a rabbit called Judy Hopps who overcomes diversity to become a police officer in the city of Zootropolis (Zootopia). This is a very tough city full of crime and only strong predators take charge. Judy must help to solve the case of predators disappearing around the city but needs to fight her colleagues' prejudices at the same time.

The jokes are funny and the story is intriguing. The film contains lots of references to other films which will keep viewers of all ages happy (including a very funny Breaking Bad spoof).
The voice acting is very good and each actor perfectly adds to their character.

★★★★",445,2017-03-09 15:06:04,2021-06-23 15:57:55
115,63,Review from Neeraj,"Zootopia is an allegorical tale which subtly takes on vast topics like racism, politics and society. It explores these underlying philosophical themes in a rather humorous manner! Everything, right from the characters to the storyline, is just top notch!

It’s similar to George Orwell’s Animal Farm, just the underlying issues are different in this one. It’s definitely worth watching! 

Overall, Zootopia is a brilliant movie! I would give it a rating of** 4/5**",563,2017-11-22 06:09:57,2021-06-23 15:58:02
116,64,Review from ahmedaiman99,"Why I find Zootopia revolutionary
==============================

1. The creative design of the titular city, and the astonishing world building.

2. Using colors and deliberately simple animation not just to make the movie appeal to children, but also to indicate the so-called ideal city of Zootopia where every animal is pure and innocent.

3. Blending more than one genre into a single animated film while keeping the plot spotless and not messy.

4. Delivering many contemporary messages and tackling some quite touchy timely themes that have never been explored in an animated film before. And by giving the priority to the center message, that of prejudice, nothing felt muddled and all over the place, since no message overshadowed the other.

5. Using the on-the-surface message (achieve one's ambition) as a characteristic of the main character (Judy Hopps), not as the actual main message. That makes this message works as a motive not as a major theme in the movie as in, for instance, Wreck-It Ralph (I LOVE it, though ♥).

6. Avoiding being over-sentimental, although Nick's character could have been easily used to manipulate our feelings.

This movie is an absolute masterpiece. Not only because its wonderful way that gives its many messages in, but also because the importance of its messages in themselves, and how smart and relevant they are. Today, children really need to be taught these morals.

The talented cast's voices fit their characters perfectly. It has a plenty of funny scenes littered with extremely hilarious jokes which we haven't heard before in any animated movie, or even in a live-action movie. This movie blends so many genres: Comedy, Adventure, Action, Crime, and Mystery. That said, you will never feel confused while watching it.

The characters are definitely some of the most complicated characters I've ever seen in an animated movie. Each character has its own point of view due to the experiences they had, and thus makes each character has different motives and feelings.

(10/10)",526,2019-06-25 22:19:50,2021-06-23 15:58:23
117,13,Review from r96sk,"I like <em>'Zootopia'</em>, it's much better than I had anticipated.

First off, the animation is superb - as we expect from Disney of course, but that doesn't change the fact. Ginnifer Goodwin (Judy) leads the cast very well, while Jason Bateman gives the most memorable performance as Nick. Idris Elba and Jenny Slate (not Edie Falco or Constance Shulman, as I initially guessed... just me? Probably) are good too.

The premise is actually my favourite part of this film. I'm not saying it's anything revolutionary, but it actually feels fresh throughout - I enjoyed seeing it play out, it's paced perfectly. There's a nice <em>'Breaking Bad'</em> reference in there, too.

An entertaining 2016 animated film, one that also has a positive message. Recommended.",973,2020-09-05 16:39:14,2021-06-23 15:58:43
118,28,Review from Chris Sawin,"I Am Frankelda is Mexico’s first stop-motion animated feature film. Written, directed, and produced by Rodolfo and Arturo Ambriz, the Ambriz brothers are proteges of Guillermo del Toro and even dedicate the film to the Mexican filmmaker. The film is a Mexican production produced by Cartoon Network Latin America and Warner Bros. Discovery. 

The Ambriz brothers did a miniseries consisting of five 12-minute episodes entitled Frankelda’s Book of Spooks, which I Am Frankelda is essentially an expansion of. The series looks like it features the same characters and cinematic realms that I Am Frankelda showcases, but is more focused on the stories Frankelda has written in her book. I Am Frankelda is the origin of both Francisca Imelda in the 1870s and a disintegrating nightmare realm where she is drawn to an owl boy named Herneval. Since Frankelda’s Book of Spooks can currently be found on HBO Max, it seems like I Am Frankelda will eventually be available there. 

Francis’s imagination was troublesome for her as a child. She has always been writing, but her vivid imagination always resulted in her grandmother scolding her and encouraging her to do more feminine activities. The two realms were bridged from the beginning, with Francis’ writing being the common connection. She dreamed about the nightmare realm from a young age and wrote about it. 

Herneval is a prince whose royal family rules over the nightmare realm. His father and mother, the king and queen, are kind and compassionate, while their empathy for others is often seen as a weakness. Their realm is falling apart because there hasn’t been a decent nightmare in years. 

A giant green spider named Procustes is the royal nightmarer. He is in charge of writing horrific nightmares that would allow their realm to flourish. But Procustes hasn’t written anything in years. His time is spent trying to keep his job with mind games. Since he has had the royal nightmarer title for so long, he believes his writing ability is greater than it truly is. 

Years pass, and Herneval and Francis are now adults. Francis attempts to get published, but her horror and fantasy stories are seen as too fanciful. She is encouraged to write in a more realistic genre, like romance, and she takes it personally. She adopts the Frankelda moniker as a new pen name to continue writing as the best fantasy and horror author ever.

Herneval’s parents are now dying, and the nightmare realm is on the verge of deteriorating completely. Herneval has been following and reading Francis’ stories all this time – traveling to her realm despite it being forbidden. He wants her to be the new royal nightmarer to save his realm and his parents. Procustes becomes jealous and intends to have Frankelda write for him for eternity. 

I Am Frankelda takes a lot of inspiration from the likes of The Nightmare Before Christmas and The Neverending Story. The importance of writing and fiction is crucial to the storytelling of the film. Francis’ stories fail to make an impact in her realm, but are like a series of undiscovered gold mines in the nightmare realm. 

It’s also bizarre that the writing of the film is so elongated. I Am Frankelda is nearly two hours long, which feels like an eternity for an animated film. The film is so dialogue-heavy, as well. With so many exceptional monsters and unique creatures in the film, it feels criminal that they spend more time talking than they do being scary or menacing. 

The ending isn’t entirely satisfying either. I Am Frankelda leaves the story up in the air with a ton of unanswered plot points and major developments. It ends on a serious cliffhanger that impacts both realms simultaneously. It’s a bold move considering in this day and age, especially on a fickle streaming giant like HBO Max, that cancels fully completed Warner Bros. Films whenever the wind blows the wrong way, hinting at a sequel that may or may not come to fruition. 

For the most part, I Am Frankelda is beautiful to look at. The puppets used in the animated film are brimming with intricate details, and the film itself gushes with vibrant colors and superb lighting. In a lot of old cartoons, you can typically tell what item someone is going to interact with because it either has more detail or it's a different color. The mouths in I Am Frankelda are consistently different colors, which is a bit distracting. Many of the typical bean-shaped mouths are also flat and give off South Park or Robot Chicken vibes. 

The backgrounds are littered with the same amount of detail. The nightmare realm is surrounded by a cloud-infested sea with waving white arms and hands. Structures are made up of various colored eyeballs, talons, and wings buried inside massive tree trunks and branches. When a nightmare is written, the royal family places it on a podium next to a tree with cobwebs inside. The cobwebs are then used as a harp to play the freshly written nightmares. 

There are incredible, spooky elements throughout I Am Frankelda. A crocodile fishing in the cloud sea is seen moments later with its flesh dissolving from its bones. The nightmare realm features nasty perfection like a two-headed griffin, a mammoth skeleton, and a blindfolded magic coyote. The film is a visual feast for animation fans. 

A story worth telling is told in a roundabout way that would benefit from being much more concise. I Am Frankelda needed an editor or a ghost writer to tighten things up. The film feels like it’s about 15-20 minutes too long. Overall, I Am Frankelda is an animated triumph that is a bit rough around the edges.",819,2025-08-05 02:07:37,2025-08-05 02:07:37
119,6,Review from CinemaSerf,"Whilst I do reckon that the cinema is a great place for this kind of vibrant and action-packed animation, it’s not so important for the stories here as this spends quite a while abridging what are quite clearly previous storylines before teeing us up for an introduction to the new curse-laden grudge matches that are to play out in the next series. Now that’s hardly new, but at least the “Demon Slayer” films try to present more stand-alone movies that offer us something a lot more self-contained. This doesn’t, and so if you don’t already know about the story thus far, nor of the sources of the bitterness, rancour and alliances between “Otadori”, “Gojo”, my own favourite “Okkotsu” et al then this won’t really advance your knowledge much and really only serves as a tease. That said, there are still plenty of metamorphosing slug-like critters with huge teeth, brutal combat scenes that test the mortality of just about everyone and it’s got a soundtrack that works well in helping the pace rollick along. It’s a decent watch, but to make much sense of the continuing characterisations it is really only for regular fans of the series - and I suspect they will have seen it all before.",599,2025-11-19 18:47:39,2025-11-19 18:56:47
120,5,Review from MovieGuys,"Kate Beckinsale's lead character, Ada is about as intimidating as a bag of spinach, in this truly awful, tough girl action flick. 

There is little to like here. An unoriginal story with a dash of casual misandry, meets what could best be described, as an unintentional satire of ""Lock, Stock and Two Smoking Barrels"". 

Perhaps the only upside, is the actions not wholly bad but it doesn't really make up, for this films deficits, in most other respects.

In summary, yet another hammy girl boss action flick, no one asked for, much less wanted.",812,2025-11-29 04:07:40,2025-12-05 22:25:17
121,65,Review from AbsoluteTube,"Every character in this was brilliant, it could've been a good film if Kate wasn't walking about looking like a duck begging for bread in a park. Really offputting",981,2025-11-29 17:47:19,2025-11-30 18:01:27
122,6,Review from CinemaSerf,"“Grace” (Jennifer Lawrence) and boyfriend “Jackson” (Robert Pattinson) arrive at the remote Montana home that used to belong to his uncle. She’s not exactly enamoured of the place but they are so loved up that it is quickly a case of getting down to things on the wooden flooring and making themselves a bairn. Thing is, though, once motherhood beckons “Grace” begins to feel the full effects of their isolation. With “Jackson” at work, often far away, she finds herself bored and captivated by their married and motor-cycle riding neighbour “Karl” (LaKeith Stanfield). After the birth, what appears to be some post-natal trauma sets in and neither her boyfriend nor his mother “Pam” (Sissy Spacek) who has had her own troubled experiences with her now late husband (Nick Nolte) can really get to grips with her increasingly erratic, often sex-obsessed, behaviour. It doesn’t exactly help the situation that “Jackson” has no longer any interest in the sexual nature of their relationship and so a chasm is slowly but definitely developing between the pair. Is anything redeemable for them? Do they care? Do we? This film belongs to a Lawrence who is remarkably free with her performance. She portrays her character effectively, depicting senses of confusion and ennui, sexuality and desire really quite powerfully and in a fashion that is quite potently foiled by the sparing appearances of Spacek. Pattinson, though, is just about as wooden as their picket fence and here I could not quite decide if he was cast because he is not a remotely charismatic actor and because Lynne Ramsay wanted this film to be solely about the character of “Grace”; or whether he was meant to add more weight than he actually does and just isn’t very good. It identifies some elements of mental illness, but there is little context or science for us to grasp the extent to which she might be genuinely ill, or just attention seeking? If the latter, then what might have broken their relationship? It’s a smudgy film. Deliberately, I guess, with some plot lines clear, others blurred and some missing altogether - but I found that emotional ambiguity increasingly uninteresting as the plot unravels to no apparent purpose. Perhaps I just wasn’t on the same wavelength, but I didn’t really get anything from this remarkably soulless story. Sorry.",895,2025-11-13 19:30:40,2025-11-13 19:41:04
123,44,Review from Nick,"die my love is intense, messy, and strangely beautiful. the film dives deep into its character’s unraveling without ever feeling fake, and the performances really carry the chaos. it’s not always easy to watch, but it sticks with you in a good way. a bold, jagged drama that mostly hits its mark",423,2025-11-16 14:31:19,2025-11-16 14:31:19
